datasets,cost,pref_idx,reward_cate,reward_lagrange,reward_constraint,reward_linear,welfare_cate,welfare_lagrange,welfare_constraint,welfare_linear,harm_cate,harm_lagrange,harm_constraint,harm_linear,rr_cate,rr_lagrange,rr_constraint,rr_linear,epsilon,std_cate_reward,std_lagrange_reward,std_constraint_reward,std_linear_reward,std_cate_welfare,std_lagrange_welfare,std_constraint_welfare,std_linear_welfare,std_cate_harm,std_lagrange_harm,std_constraint_harm,std_linear_harm,std_epsilon,panelty
ihdp,0.0500,9,548.0375,513.9850,495.0800,537.9700,149.2500,111.6500,89.2000,134.5000,8.8500,6.3500,1.0000,0.3500,61.9251,80.9425,495.0800,1537.0571,0.0000,1.4930,26.4340,23.5680,8.5659,1.5124,28.8501,25.1567,9.0912,0.8529,2.7253,1.1402,0.5723,0.0000,225
ihdp,0.1000,0,530.4150,500.5350,487.4050,530.0700,141.8500,106.3000,88.6000,141.0000,7.9500,5.2000,2.4500,7.8500,66.7189,96.2567,198.9408,67.5248,3.5264,2.0495,26.2302,23.2258,1.6408,2.3722,30.6449,27.0081,1.7321,0.8646,2.0396,1.4309,0.4770,0.3521,225
ihdp,0.1000,1,530.9150,500.5550,484.0000,534.3950,142.5500,106.4500,84.5000,145.1500,8.0500,4.8000,2.0500,6.2000,65.9522,104.2823,236.0976,86.1927,2.8502,2.4036,25.1318,22.5377,1.9727,2.6168,29.5135,25.7963,2.2422,0.9206,1.9131,1.5961,0.7483,0.3178,225
ihdp,0.1000,2,530.4850,502.2350,480.9800,541.0100,142.0500,108.5000,81.0000,151.6000,8.1500,5.8500,2.0500,4.1500,65.0902,85.8521,234.6244,130.3639,2.4860,1.9399,24.0642,25.8768,1.4618,2.0118,28.5508,30.0633,1.6248,0.7921,2.7798,1.8021,0.3571,0.1847,225
ihdp,0.1000,3,529.9850,497.9200,479.6450,544.7800,141.4500,103.0000,79.1000,154.6500,7.9000,5.0000,2.1500,3.1000,67.0867,99.5840,223.0907,175.7355,1.9684,2.1280,22.7038,24.8304,1.6204,2.4182,26.7675,28.5760,1.7685,0.6245,2.4495,1.7685,0.3000,0.2084,225
ihdp,0.1000,4,529.9450,503.4100,482.3900,546.4050,141.5000,109.9000,82.4000,156.2000,8.2000,5.2000,1.7500,3.1000,64.6274,96.8096,275.6514,176.2597,1.6653,1.8800,24.4597,23.8523,2.5883,1.9875,28.9653,27.6286,2.9597,0.6782,2.2045,1.1347,0.6245,0.1457,225
ihdp,0.1000,5,530.1200,499.8550,484.8150,549.4050,141.5500,105.5500,85.1000,159.5000,8.0000,5.3000,1.5000,2.8500,66.2650,94.3123,323.2100,192.7737,1.5712,2.4341,25.4279,25.7784,2.5635,2.5783,29.6824,29.5261,2.9580,0.8367,2.2605,1.4318,0.4770,0.1042,225
ihdp,0.1000,6,530.6800,497.9700,481.1200,549.8550,142.2500,103.3000,81.0500,159.5000,7.9500,5.1500,2.3000,2.0000,66.7522,96.6932,209.1826,274.9275,1.4163,2.5453,28.3610,25.2924,2.2981,2.7363,32.4948,29.3419,2.6552,0.5895,2.1972,1.4866,0.4472,0.1329,225
ihdp,0.1000,7,529.8200,497.5500,480.3500,551.9300,141.2500,102.9500,79.8000,161.2000,8.2500,5.8500,1.3000,1.5500,64.2206,85.0513,369.5000,356.0839,1.0688,2.0021,24.7855,23.7512,4.5119,2.1880,29.1161,27.1985,4.9153,0.6225,2.5353,0.9000,0.5895,0.0813,225
ihdp,0.1000,8,530.8850,505.0700,482.9350,550.5700,142.5500,112.4500,82.8000,159.0000,8.1000,7.0500,1.6500,0.9000,65.5414,71.6411,292.6879,611.7444,0.6717,2.5712,23.6546,23.8932,4.5315,2.8013,27.4162,27.5601,5.2631,0.8888,2.6735,1.7400,0.5385,0.0502,225
ihdp,0.1000,9,529.4850,502.6000,480.8700,528.0850,141.0000,108.7000,79.7000,133.1000,8.1000,5.8000,1.0500,0.5000,65.3685,86.6552,457.9714,1056.1700,0.0000,1.8189,22.0520,23.2231,18.5480,1.9494,25.9232,26.7640,21.2953,0.8307,2.5020,1.0235,0.5916,0.0000,225
